transliteration,normalization,remarks
I-la-ša-ma-ar,Ilašamar[]PN,
I-la-ku,Illaku[]PN,< alāku?
I-me-er,Imer[]PN,
I-mi-id-eš₁₈-dar,ImidEštar[]PN,
I-mi-DINGIR,Imidili[]PN,
I-mi-di-DINGIR,Imidili[]PN,
I-mi-id-DINGIR,Imidili[]PN,
I-mi-id-DINGIR-ta,Imidili[]PN,
I-mi-id-Eš₄-tar₂,ImidEštar[]PN,
I-mi-id₂-DINGIR,Imidili[]PN,SET 010 r 26 (no copy/photo)
I-mi-ti,Imitti[]PN,
I-mi-{d}Suen,ImidSuʾen[]PN,ImisSuʾen?
I-mi-{d}Suen-še₃,ImidSuʾen[]PN,
I-mun{ki},Išum[]SN,uncertain; MVN 08 222 o 7: erin2 I-šum?#{ki} (copy)
I-na-ba-nu-um,Inabanum[]PN,
I-ni-iq-re-e-u₂,Iniqreʾu[]PN,
I-pa₂-li₂-is,Ippalis[]PN,
I-pa₂-li₂-is-ta,Ippalis[]PN,
I-pi₂-iq-DINGIR,Ipiqili[]PN,
I-pi₂-iq-na-ni-ta,Ipiqnanum[]PN,
I-pi₅-iq-Er₃-ra,IpiqErra[]PN,
I-pi₅-iq-e₂-a,IpiqEʾa[]PN,
I-pi₅-iq-na-nu-um,Ipiqnanum[]PN,
I-ra-am-{d}Da-gan,IramDagan[]PN,
I-re-bu-um,Iribum[]PN,= Irib?; < râbu 'replace'?
I-re-eb,Irib[]PN,< râbu 'replace'?
I-re-eb-um,Iribum[]PN,
I-re-eb₂,Irib[]PN,
I-ri-bu-um,Iribum[]PN,
I-ri-ih-i₃-lum,Irihilum[]PN,
I-ri-pu-um,Iribum[]PN,
I-ri₂-a-bu-um,Iriʾabum[]PN,= Iribum?
I-sa₃-ri-ik,Issarik[]PN,
I-sa₃-ri-ik-ta,Issarik[]PN,
I-sa₃-ri₂-ik,Issarik[]PN,
I-sar-kur-ba-aš,Išarkurbaš[]PN,
I-su-a-ri-ik,Isuʾarik[]PN,
I-su-ri₂-iq,Isuriq[]PN,
I-su₂-a-ri-iq-ta,Isuʾarik[]PN,
I-ṣur-i₃-li₂,Iṣṣurili[]PN,
I-ta-e₃-a,Itaʾeʾa[]PN,= Intaʾeʾa?
I-ta₂-ra-aq-i₃-li₂,Ittarakili[]PN,
I-ti-A-šur₅{ki},IddinAššur[]PN,Amorites 12 (pl. 5) r 16: 5 udu 1 maš2 La-qi3-ip / dumu I-ti-a-šur5{ki} (copy/photo)
I-ti-E₂-a,IddinEa[]PN,
I-ti-E₂-a-ta,IddinEa[]PN,
I-ti-E₃-a,Itaʾeʾa[]PN,= Intaʾeʾa?; Princeton 2 153 r 6: 1 sila4 I-ta-e3-a (photo)
I-ti-Eš₄-tar₂,IddinEštar[]PN,
I-ti-Er₃-ra,IddinErra[]PN,
I-ti-Er₃-ra-ka,IddinErra[]PN,
I-ti-Er₃-ra-ta,IddinErra[]PN,
I-ti-I-šum,IddinIšum[]PN,
I-ti-a,Itiʾa[]PN,Idiʾa?
I-ti-šu-lum,IddinŠulum[]PN,
I-ti-ga,Itiga[]PN,
I-ti-ib-ši-na-at,Iṭibšinat[]PN,uncertain
I-ti-ib-ši₂-na-at,Iṭibšinat[]PN,
I-ti-lum,Itilum[]PN,Itinum?/Iddinum?
I-ti-na,Itina[]PN,Iddina?
I-ti-su,Itisu[]PN,Iddissu < Iddin + šu?
I-ti-ti,Ititi[]PN,
I-ti-ti-a,Ititiʾa[]PN,
I-ti-zu,Itizu[]PN,
I-ti-zu-mu,Itizuŋu[]PN,"uncertain; AUCT 1 339 o 5: 1 gu4 I-ti-zu-mu (or, I-ti-zu muhaldim?; copy/photo)"
I-ti-{d}Da-gan,IddinDagan[]PN,
I-ti-{d}IŠKUR,IddinAdad[]PN,
I-ti-{d}Suen,IddinSuʾen[]PN,
I-ti-{d}Suen-ta,IddinSuʾen[]PN,
I-ti₂-Er₃-ra,IddinErra[]PN,
I-tib-ši-na-at,Iṭibšinat[]PN,
I-tib-ši₂-na-at,Iṭibšinat[]PN,
I-tib{ib}-ši₂-na-at,Iṭibšinat[]PN,
I-tu-a,Ituʾa[]PN,
I-tu-ki-in,Ittukin[]PN,
I-tu-la-ni,Itulani[]PN,
I-tu-la-ni-ta,Itulani[]PN,
I-tu-ri-a,Ituriʾa[]PN,hypo?
I-tu-ru-um,Iturum[]PN,
I-tu-ru-um-ta,Iturum[]PN,
I-tu-tu-a,Itutuʾa[]PN,
I-tu-tu-a-ta,Itutuʾa[]PN,
I-tur₂-DINGIR,Iturili[]PN,
I-ṭur-i₃-li₂,Iturili[]PN,
I-za-nu-um,Izanum[]PN,Isanum/Iṣanum?
I-za-num₂,Izanum[]PN,
I-zi-a-ri₂-ik,Iṣiʾarik[]PN,
I-zi-in-Er₃-ra,IsinErra[]PN,
I-zi-in-{d}Da-gan,IsinDagan[]PN,
I-zu-a,Izuʾa[]PN,hypo? (Iṣuʾa?)
I-zu-a-ri₂-ik,Iṣuʾarik[]PN,
I-zu-ri₂-da-ah,Izuridah[]PN,
I-zu-sa-bar,I.ZU.sa.BAR[]PN,
I-zu-sa-bar-ta,I.ZU.sa.BAR[]PN,
I-zu-zu,Izuzu[]PN,
I₃-a-ab-ru{ki},Iabru[]SN,
I₃-a-ma-ti-um,Iamatium[]SN,
I₃-a-ma-ti-um{ki},Iamatium[]SN,
I₃-a-mu-tum,Iamutium[]SN,
I₃-ab-ru{ki},Iabru[]SN,
I₃-at-ti-um,Iatium[]PN,Martu
I₃-ba-ba,Ibaba[]PN,
I₃-še-bu,Išebu[]PN,< Dariba{ki}
I₃-šu-dan,Išudan[]PN,NBC 09215 seal: I3-šu-dan / dumu In-na-e3
I₃-šum-ma-la-ak,Išummalak[]PN,
I₃-da-ga,Idaga[]PN,
I₃-dur-DINGIR,Iturili[]PN,
I₃-gi,Igin[]PN,hypo < DN-i3-gi(-in)? (JSOR 13 177 38 r 1; possibly PDT 2 0903 o 6)
I₃-kal-la[]PN,Ikala[]PN,
I₃-la-bu-i₃-ga-du,Ilabuʾigadu[]PN,"MVN 11 186 o 6, 8, r 6 (SH 45)"
I₃-la-lum,Ilallum[]PN,all AS
I₃-la-lum-ta,Ilallum[]PN,
I₃-la-ti,Ilati[]PN,
I₃-lal₃-lum,Ilallum[]PN,all AS
I₃-lal₃-lum-še₃,Ilallum[]PN,
I₃-lal₃-lum-ta,Ilallum[]PN,
I₃-lal₃-lum{um},Ilallum[]PN,TCL 2 5541 r 4: igi I3-lal3(X×HI?)#-lum{+um} (copy/photo)
I₃-li₂-AN.DUL₃,Iliṣilli[]PN,
I₃-li₂-AN.DUL₃-ta,Iliṣilli[]PN,
I₃-li₂-KAL,Ilirabi[]PN,
I₃-li₂-MU,Iliya[]PN,hypo?
I₃-li₂-MU-ta,Iliya[]PN,
I₃-li₂-SA₆-tu,Ilišadu[]PN,uncertain ('my god is a mtn'?); SET 104 r 28 (no copy/photo)
I₃-li₂-TAB.BA,Ilitappi[]PN,
I₃-li₂-a,Iliya[]PN,hypo?
I₃-li₂-a-hu,Iliʾahu[]PN,BiMes 25 151 54 o 4 (SS 01)
I₃-li₂-a-hum-ta,Iliʾahum[]PN,AnOr 12 277 r ii 24 (SH 33?)
I₃-li₂-a-ti,Iliʾati[]PN,
I₃-li₂-aš-ra-ni,Iliʾašrani[]PN,
I₃-li₂-aš₂-ra-ni,Iliʾašrani[]PN,typo; TRU 157 r 2 (AŠ2 for AŠ; copy/photo)
I₃-li₂-ba-ni,Ilibani[]PN,
I₃-li₂-be-li₂,Ilibeli[]PN,
I₃-li₂-i-din-nam,Iliʾiddinam[]PN,
I₃-li₂-iš-ma-ni,Ilišmani[]PN,'reckoned like a god'?
I₃-li₂-iš-ti-kal₂,Ilištikal[]PN,'helper for a god'? (< tiklu 'help/trust/helper')
I₃-li₂-iš-ti-kal₂-ta,Ilištikal[]PN,
I₃-li₂-mah-ri,Ilimahri[]PN,
I₃-li₂-mah-ri₂,Ilimahri[]PN,
I₃-li₂-mi-la-at-ta,I₃.li₂.mi.la.at.ta[]PN,ki I3-li2-mi-la-at-ta (Iraq 22 pl. 19 MLC 42 o 6; MVN 11 199 o 2); = ki Ilimila + ak + ta?
I₃-li₂-mi-ti,Ilimiṭṭi[]PN,
I₃-li₂-mi-ti-ta,Ilimiṭṭi[]PN,
I₃-li₂-sa-tu,Ilišadu[]PN,
I₃-li₂-ṣi₂-li₂,Iliṣilli[]PN,
I₃-li₂-zi-li₂,Iliṣilli[]PN,
I₃-li₂-zi₂-li₂,Iliṣilli[]PN,typo; Santag 7 108 r 1 (ZI2 for ZI)
I₃-li₂-{d}Da-gan,IliDagan[]PN,
I₃-lum-a-bu-um,Ilumabum[]PN,
I₃-lum-da-mi-nu-um,Ilumdaminum[]PN,uncertain; Ilum + pres part < ?
I₃-lum-ma,Ilumma[]PN,
I₃-lum-ma-ma,IlumMama[]PN,
I₃-pa₃-da,Ipada[]PN,
I₃-sa₆-ga,Isaga[]PN,
I₃-sa₆-ga-še₃,Isaga[]PN,
I₃-sa₆-ga-ta,Isaga[]PN,
I₃-sa₆-sa₆,Isagsag[]PN,probly Isassag
I₃-sa₆-sa₆-ga,Isagsag[]PN,JCS 32 171 1 o 2 (scribe put gen. in wrong place; copy)
I₃-si-{ki}-še₃,Isin[]SN,
I₃-si-in{ki}-še₃,Isin[]GN,
I₃-si-in{ki},Isin[]GN,
I₃-ṣur-{d}Suen-ta,IṣṣurSuʾen[]PN,
I₃-ti-Er₃-ra,IddinEra[]PN,
I₃-tu-a,I₃.TU.a[]PN,Ituʾa/Ituda?
I₃-u₃-ša-na-ag₂,Iušanag[]PN,LU2.SU
I₃-zi-na,Izina[]PN,Iṣina?
I₃-zi-nu-ri,Iṣinuri[]PN,
I₇-lu₂-ru-gu₂,Idlurugu[]DN,sacrifices to/festival of Idlurugu
I₇-lu₂-ru-gu₂-še₃,Idlurugu[]DN,going to Idlurugu
I₇-lu₂-ru-gu₂-ta,Idlurugu[]DN,coming from Idlurugu
I₇-lugal-ka-še₃,Idlugalak[]WN,
IŠ-ha-u₃,IŠ.ha.u₃[]PN,BPOA 7 1967 o 10 (no copy/photo)
IŠ-pa₂-tal,IŠ.pa₂.tal[]PN,Hurrian; PDT 1 423 r 6 (no copy/photo)
IDINGIRl₃-su-ra-bi,Ilšurabi[]PN,typo
IG-da-u₃,IG.da.u₃[]PN,PDT 2 0915 o 11 (uncertain; no copy/photo)
IGI-in-gi₄,Šingi[]PN,Elamite
IM-da-a₂-ke₄,IM.da.A₂[]PN,possibly Im-da-da; Sumer 59 94 1 o 5 (copy/photo)
INIM-an-nu-ni-tum-še₃,Annunitum[]DN,UDT 147 o 3: sa2#-dug4 An-nu-ni-tum-še3 (copy)
Ia₃-a-ab-ra-at,Iabrat[]SN,some ambiquity whether all refs are SN or PN (often with LU2.SU)
Ia₃-a-da-az,Iadaz[]PN,
Ia₃-a-ma-du₂,Iamadu[]PN,
Ia₃-ab-ra-at,Iabrat[]SN,
Ia₃-ab-ra-at{ki},Iabrat[]SN,
Ia₃-ab-ra-tum,Iabrat[]PN,
Ia₃-ab-ru,Iabru[]SN,all citations part of AS 07 year-name
Ia₃-ab-ru{ki},Iabru[]SN,
Ia₃-ab-ti,Iabti[]PN,LU2.SU
Ia₃-ab-ti-um,Iabti[]PN,
Ia₃-bi-bu-um{ki},Iabibum[]SN,
Ia₃-bi₂-LU{ki},Iabilu[]SN,uncertain; SNAT 271 r 8 (no copy/photo)
Ia₃-ši-i₃-lum,Iašilum[]PN,"ensi2 Tutul (AfO 19, 120 r 18; AS 04)"
Ia₃-ši-li-im,Iašilum[]PN,ensi2 Tutul (AnOr 07 099 r 18; AS 04)
Ia₃-da-u₃{ki},Iadaʾu[]SN,
Ib-še-ka-ta,Ibšika[]PN,
Ib-ši-KA,Ibšika[]PN,
Ib-ši-in,Ibšin[]PN,
Ib-da-at,Ibdati[]PN,"uncertain; probly same as 2412, ass'd with folk < LU2.SU, Nugar & Ebla (MVN 11 140 o 13; copy/photo)"
Ib-da-ti,Ibdati[]PN,ensi2 Gubla
Ib-gal,Ibgal[]TN,
Ib-ni-AN,Ibniʾili[]PN,"or, Ibniʾilum?"
Ib-ni-Šu-{d}Suen,IbniŠuSuʾen[]PN,
Ib-ni-DINGIR,Ibniʾili[]PN,
Ib-ni-DINGIR-ta,Ibniʾili[]PN,
Ib-ni-e-bi-ih-ta,IbniʾEbih[]PN,
Ib-ni-ku-bu-um,IbniKubum[]PN,
Ib-ni-{d}Šul-gi,IbniŠulgi[]PN,
Ib-ni-{d}IŠKUR,IbniʾAdad[]PN,
Ib-ni-{d}Mar-tu,IbniMartu[]PN,
Ib-ni-{d}Suen,IbniSuʾen[]PN,
Ib-ni-{d}Suen-ta,IbniSuʾen[]PN,
Ib₂-ta-ab-pa-e₃,Ibtabpaʾe[]PN,
Iš-bu-ga-ra-ta,Išpugaru[]PN,
Iš-du,Išdu[]PN,
Iš-me-DINGIR,Išmeʾili[]PN,"or, Išmeʾilum?"
Iš-me-DINGIR-ta,Išmeʾili[]PN,
Iš-me-E₂-a,IšmeʾEa[]PN,
Iš-me-Er₃-ra,IšmeʾErra[]PN,
Iš-me-{d}Da-gan,IšmeDagan[]PN,
Iš-me-{d}Istaran,IšmeʾIštaran[]PN,
Iš-me-{d}Nin-tu,IšmeNintu[]PN,
Iš-pu-ga-ru,Išpugaru[]PN,
Iš₈-tar₂-il-šu,Eštarilšu[]PN,
Iš₈-tar₂-nu-ri,Eštarnuri[]PN,
Ištar-DINGIR-šu-ta,Eštarilšu[]PN,
Ištar-al-šu,Eštarilšu[]PN,
Id-da-a,Idda[]PN,Iddaʾa/Iddaya?
Id-da-a-še₃,Idda[]PN,
Id-da-a-ka,Idda[]PN,
Id-da-da,Idada[]PN,"or, Iddada?; A2 + Dada(k)?"
Id-din-Eš₄-tar₂,IddinEštar[]PN,
Id-ha-ba-tal,Ithipatal[]PN,
Id-hi-ba-tal,Ithipatal[]PN,
Id-ni-in-{d}Suen,IdninSuʾen[]PN,
Ig-mu-lum,Igmulum[]PN,
Ig-mul-{d}Er₃-ra,IgmulErra[]PN,for IgmilErra?; TRU 011 r 5: 1 (udu) Ig-mul-Er3-ra (copy/photo)
Igi-AN-še₃,IgiʾAnakše[]PN,uncertain
Igi-AN-ki,IgiʾAnkik[]PN,uncertain
Igi-an-na-ke₄-zu,IgiʾAnakezu[]PN,
Igi-dingir-še₃,IgiʾAnakše[]PN,uncertain
Igi-gun₃,Igigun[]PN,
Igi-ha-lum,Igihalum[]PN,
Igi-sa₆-sa₆,Igisagsag[]PN,probly Igisassag
Igi-sa₆-sa₆-ga,Igisagsag[]PN,
Igi-{d}Šara₂,IgiŠarak[]PN,
Igi-{d}Šara₂-še₃,IgiŠarakše[]PN,
Igi-{d}En-lil₂-še₃,IgiʾEnlilakše[]PN,
Igi-{d}En-lil₂-še₃-ta,IgiʾEnlilakše[]PN,
Igi-{d}En-lil₂-la₂-še₃,IgiʾEnlilakše[]PN,
Igi-{d}En-lil₂-la₂-ta,IgiʾEnlilakše[]PN,YOS 04 063 r 1: ki {d}En-lil2-še3-ta (copy)
Igi{gi₄}-ha-lum,Igihalum[]PN,
Igi{gi₄}-ru-mah,Igirumah[]PN,
Ih-ta₂-na-sasa₃-su₂-nu-ut,Ihtanassassunuti[]PN,'he is constantly thinking of them'; Syracuse 353 o 3: ŋiri3 Ih-ta2-na-[sa?/sa3?]/-su2-nu-ut šu-i
Ik-bu-sum₂,Ikbusum[]PN,
Ik-šu-dum,Ikšudum[]PN,
Il-šu-mu-da-ri-šu,Ilšumutarrišu[]PN,uncertain (Ilšu + D-part < tarû 'fetch/bring along'?; D not att.); Ashm. 1923-415 o 10
Il-la-ti-a-ta,Illati[]PN,
Im-da-HI,Imdaṭab[]PN,'the support is good'?
Im-lik-E₂-a,ImlikEa[]PN,
Im-me-er,Immer[]PN,
Im-me-er-ta,Immer[]PN,
Im-ta-ta,Imtata[]PN,
Im-ti-dam,Imtidam[]PN,
Im-ti-dam-še₃,Imtidam[]PN,
Im-ti-dam-ta,Imtidam[]PN,
In-ši-We-er,InšiWer[]PN,
In-ši{ki},Inši[]SN,contextually probly not Isin (SAT 2 0724 r i 13'; TAD 67 o 9)
In-da-a,Inda[]PN,"or, Indaʾa/Inadaya?"
In-da-a-ta,Inda[]PN,
In-da-da,Indada[]PN,
In-da-da-pi,Indadawe[]PN,Hurrian (< Iabibum; AS 08-10-13)?
In-da-da-pi₂,Indadawe[]PN,Hurrian (< Iabibum; AS 08-10-17)?
In-gi-mu-um,Ingimum[]PN,
In-gu-du,Ingudu[]PN,
In-na-e₃,Innaʾe[]PN,
In-na-ti,Innatil[]PN,
In-nu-ha,Innuha[]PN,Sum. 'Mr. Barley' or Akk. 'he found rest'?
In-nu-ri,Innuri[]PN,
In-nu-uš,Innuš[]PN,
In-ta-UD.DU-a,Intaʾeʾa[]PN,
In-ta-UD.DU-a-ta,Intaʾeʾa[]PN,
In-ta-e-a-ta,Intaʾeʾa[]PN,"typo, E for E3 (CDLI P392630 o 10; photo)"
In-ta-e₃,Intaʾeʾa[]PN,
In-ta-e₃-a,Intaʾeʾa[]PN,
In-ta-e₃-a-ka,Intaʾeʾa[]PN,
In-ta-e₃-a-ra,Intaʾeʾa[]PN,
In-ta-e₃-a-ta,Intaʾeʾa[]PN,
In-ta-e₃-ta,Intaʾeʾa[]PN,Ontario 1 136 r 5 (typo; A present); Malter On-Line Cat. 1999.12 143 1-19 e o 5 (unkn; no rev photo); Nisaba 08 106 o 2 (unkn; no obv photo)
In-ta-e₃:a-ta,Intaʾeʾa[]PN,
In-za-mu,In.za.MU[]PN,Sum. or Akk./Sem.?
In-za-mu-ta,In.za.MU[]PN,
In-zu-a-ta,Inzu[]PN,
In-zu-zu,Inzuzu[]PN,
Inim-ku₃,Inimkug[]PN,"Inimkuga?; 1 SS 01, 2 unkn"
Inim-ku₃-ga,Inimkuga[]PN,5 SH 44-47
Inim-ma-an-ni,Inimmani[]PN,hypo?
Inim-ma-an-ni-zi,Inimmanizig[]PN,"uncertain ('word/command issued there to/for me'?); or, InimAnezig 'word/command issued by An'?"
Inim-ma-ni-zi,Inimmanizig[]PN,
Inim-sa₆,Inimsag[]PN,
Inim-sa₆-ta,Inimsag[]PN,
Inim-zu-ha-ra-kal,Inimzuharakal[]PN,
Inim-{d}Ba-u₂,InimBaʾuk[]PN,
Inim-{d}Šara₂,InimŠarak[]PN,
Inim-{d}Šara₂-ta,InimŠarak[]PN,
Inim-{d}Dumu-zi-da,InimDumuzidak[]PN,
Inim-{d}Gu-la,InimGulak[]PN,
Inim-{d}Inanna,InimInanakak[]PN,
Inim-{d}Inanna-ta,InimInanakak[]PN,
Inim-{d}Nanna,InimNannak[]PN,
Inim-{d}Nanna-ka,InimNannak[]PN,
Inim-{d}Nanna-ta,InimNannak[]PN,
Inim-{d}Nanna-zu,InimNannakzu[]PN,
Inim-{d}Nin-lil₂-la₂',InimNinlilak[]PN,typo
Ip-hu-ha,Iphuha[]PN,"3 refs, 1 < Simanum"
Ip-hur,Iphur[]PN,
Ip-hur-ta,Iphur[]PN,
Ip-ti-DINGIR,Ipteʾilum[]PN,"or, Ipteʾili?"
Iq-bi-DINGIR-ma,Iqbiʾilum[]PN,TJAMC IES 337 (pl. 68) envelope r 1: mu-DU lugal ki Iq-bi2/-DINGIR-ma (copy)
Iq-bi₂-DINGIR,Iqbiʾilum[]PN,
Iq-bi₂-DINGIR-ma,Iqbiʾilum[]PN,TJAMC IES 337 (pl. 68) o 4: ki Iq-bi2-DINGIR-ma (copy)
Ir-DU-a,Ir.DU.a[]PN,
Ir-HI-{d}Mar-tu,IrhiMartu[]PN,
Ir-ha-an,Irhan[]PN,
Ir-hi-i₃-lum,Irhiʾilum[]PN,
Ir-ib₂-DINGIR-šu,Irʾibilšu[]PN,'his god has replaced'?
Ir₁₁-re-eb,Erreb[]PN,'newcomer'?
Ir₃-šu-ti-DINGIR,Eršutil[]PN,"uncertain ('the god is wisdom'?); or, Eršutiʾili?"
Ir₃-ib,Irʾib[]PN,< râbu 'replace'?
Ir₃-ib-DINGIR,Irʾibilum[]PN,
Ir₃-pa₂-dan-ta,Irpadan[]PN,uncertain; < Wardu 'servant' + padānu 'path'? (TAD 48 r 1; copy/photo)
Ir₃-re-eb,Erreb[]PN,
Ir₃-re-eb-ta,Erreb[]PN,
Ir₃-re-eb₂,Erreb[]PN,
Ir₃-tum-il-šu,Irtumilšu[]PN,
Isin₂{si.ki},Isin[]SN,
Isin₂{si.ki}-še₃,Isin[]SN,
Isin₂{si.ki}-ke₄-ne,Isin[]SN,
Isin₂{si.ki}-me,Isin[]SN,
Isin₂{si.ki}-ta,Isin[]SN,
Isin₂{si}-na{ki},Isin[]SN,
Isin₂{si}-na{ki}-me,Isin[]SN,
Isin₂{si}{ki},Isin[]SN,
It-hi-pa₂-tal,Ithipatal[]PN,
It-ra-aq-i₃-li₂,Itraqili[]PN,
Iz-bu-um,Izbum[]PN,
KA-Er₃-ra,PiʾErra[]PN,uncertain; PDT 1 546 r 10 (no copy/photo)
KA-bil₂-še₃,KA.NE[]PN,typo; BIN 3 369 o 2 (copy)
KA-ša,Duga[]PN,AUCT 1 483 r 2: Dug4-ga i3-dab5 (copy KA-ša/so photo)
KA-ga-li-ta,Zugali[]PN,
KA-gal,Kagal[]PN,uncertain
KA-ge-na-ta,Inimgina[]PN,
KA-gu-a,KA.gu.a[]PN,"BPOA 7 2574 o3, seal 2? (no copy/photo)"
KA-la-mu,Kalaŋu[]PN,uncertain; syll for Kal-la-mu?
KA-me-dingir,KA.me.diŋir[]PN,MVN 10 147 o 15 (copy)
KA-ra,KA.ra[]PN,OIP 115 090 o 2 (photo)
KA-sa₆-mu,Inimsagŋu[]PN,
KA-sahar-ra{ki},KA.sahar.ra{ki}[]SN,
KA-sahar{ki},KA.sahar.ra{ki}[]SN,
KA-sahar{ki}-e-ne,KA.sahar.ra{ki}[]SN,
KA-sahar{ki}-ke₄-ne-ta,KA.sahar.ra{ki}[]SN,
KA-sahar{ki}-ta,KA.sahar.ra{ki}[]SN,
KA-ta-KU.KU,KA.ta.KU.KU[]PN,RA 49 86 02 o 3 (1st KU uncertain; copy)
KA-u₂-KA,KA.u₂.KA[]PN,Akk. Piʾuqabi '(his) mouth speaks'?; OrSP 18 pl. 05 17 r 12 (copy)
KA-um-wa-qar,Pumwaqar[]PN,"or, Piʾumwaqar?"
KA.NE-še₃,KA.NE[]PN,23 PD citations
KAŠ-da-dun{ki},KAŠ.da.dun{ki}[]SN,OrSP 02 62 6 Wengler 22 o 10 (no copy/photo)
KAL-bi-si,KAL.bi.si[]PN,Trouvaille 83 r 3 (copy/photo)
KAL-ša-šum,KAL.ša.šum[]PN,MVN 08 015 o 5 (copy/photo)
KAL-da-har,KAL.DA.HI×AŠ₂[]PN,BIN 3 491 r i 3' (copy)
KAL-i₃-li₂,Rabiʾili[]PN,
KAL-i₃-li₂-ta,Rabiʾili[]PN,
KAL-ta₂-ah-ri,KAL.DA.ah.ri[]PN,YOS 18 008 r 4 (copy)
KAL-u₂-a-ta,KAL.u₂.a[]PN,AnOr 12 277 o ii 20 (copy)
KAL-{d}Amar-{d}Suen,RabiʾAmarSuʾen[]PN,
KAL-{d}Šul-gi,RabiŠulgi[]PN,
KAL-{d}Šul-gi-ta,RabiŠulgi[]PN,
KAL-{d}Mar-tu,RabiMartu[]PN,
KAL.LA-ah,Rabiʾah[]PN,"uncertain (Waqarah?); SET 290 o7 (copy), Trouvaille 62 r 3? (copy)"
KAL.LA-ma-AD,KAL.LA.ma.AD[]PN,"Akk. Rabimat or Waqarmat?; MCS 6 085 AO 10342 r 1 (copy), RIAA 098 r 1' (copy/photo)"
KI-KAL{ki},KI.KAL{ki}[]SN,
KI-gu₇,KI.gu₇[]MN,for u5-bi2{mušen}-gu7?; RA 19 192 04 o 10: iti KI?-gu7 (copy)
KI.AN{ki},KI.AN{ki}[]SN,
KI.KAL{ki},KI.KAL{ki}[]SN,
KU-KU-ba-ni,Kukubani[]PN,
KU-ba-ba-e,KU.ba.ba.e[]PN,
KU-ba-e,KU.ba.e[]PN,= KU.ba.ba.e?; BPOA 7 2513 o 3 (no copy/photo)
KU-da-ti,Kudati[]PN,uncertain; StOr 09-1 22 (pl.6) o 7: KU?#-da-ti (copy)
KU-ni-zu,Kunizu[]PN,
KU.NI-ta,KU.NI[]PN,AnOr 12 277 o ii 12 (copy)
KUR-at-i₃-li₂-ta,Matili[]PN,
Ka-gal-la-ti-a,Kagalatiʾa[]PN,-a is gen?
Ka-lu-um,Kalum[]SN,MVN 03 136 r 3: ensi2 Ka-lu-um/{ki} (copy/photo)
Ka-tar,Katar[]PN,
Ka-tar-ni,Katarani[]PN,uncertain (for Katarsil 'praised-one'?); MVN 15 377 o 1 (copy/photo)
Ka-tar-ta,Katar[]PN,
Ka-zal-lu,Kazallu[]SN,
Ka-zal-lu-ki,Kazallu[]SN,
Ka-zal-lu-ta,Kazallu[]SN,
Ka-zal-lu{ki},Kazallu[]SN,
Ka-zal-lu{ki}-še₃,Kazallu[]SN,
Ka-zal-lu{ki}-ka,Kazallu[]SN,
Ka-zal-lu{ki}-ka-ke₄,Kazallu[]SN,
Ka-zal-lu{ki}-ta,Kazallu[]SN,
Ka₅{a},Ka[]PN,"error for Kaŋu?; CBCY 3, NBC 09681 seal 2, OrSP 47-49 058 r 5"
Ka₅-a-mu,Kaŋu[]PN,
Ka₅-a-mu-ta,Kaŋu[]PN,
Ka₅{a}-mu,Kaŋu[]PN,
Ka₅{a}-mu-ta,Kaŋu[]PN,
Kaš-pu-ša,Kaspuša[]PN,
Kak-ku-nu-um,Kakkunum[]PN,< Ebla
Kak-ku₈-la-tum{ki},Kakkulatum[]SN,
Kak-mi{ki},Kakmi[]SN,
Kak-mi{ki}-me,Kakmi[]SN,
Kal-la,Kala[]PN,
Kal-la-mu,Kalaŋu[]PN,
Kal-la-mu-še₃,Kalaŋu[]PN,
Kal-la-mu-ta,Kalaŋu[]PN,
Kal-la-ta,Kala[]PN,
Kal-lu-mu,Kalaŋu[]PN,AUCT 3 459 seal 3: dumu Kal-la-mu (copy: Kal-lu-mu; photo: Kal-la-mu)
Kalam-he₂-na-ge-ta,Kalamhenagin[]PN,
Kar-zi-da,Karzida[]SN,
Kar-zi-da-še₃,Karzida[]SN,
Kar-zi-da{ki},Karzida[]SN,
Kar-zi-da{ki}-še₃,Karzida[]SN,
Kar-zi-da{ki}-ta,Karzida[]SN,
Kar₂-ra-har{ki},Karahar[]SN,
karₓ(GAN₂)-har{ki},Karahar[]GN,
Kara₂-HAR,Karahar[]SN,
Kara₂-HAR-ra{ki},Karahar[]SN,
Kara₂-HAR-{ki},Karahar[]SN,
Kara₂-HAR.ki,Karahar[]SN,
Kara₂-HAR{ki},Karahar[]SN,
Kara₂-HAR{ki}-ta,Karahar[]SN,
Kara₂-har{ki},Karahar[]SN,
Karkar{ki},Karkar[]SN,
Karkar{ki}-ta,Karkar[]SN,
Kas₃-pi-ša,Kaspuša[]PN,YOS 18 021 r 17 (copy)
Kas₃-pu-ša,Kaspuša[]PN,
Kas₃-pu-ša-ta,Kaspuša[]PN,
Kas₃-pu-ša₃,Kaspuša[]PN,
Kas₄,Kaš[]PN,
Kas₄-ta,Kaš[]PN,
Keš₃{ki},Keš[]SN,
Ki-ag₂,Kiʾaŋ[]PN,
Ki-ag₂-di-ku₅,Kiʾaŋdikud[]PN,uncertain; possibly Kiʾaŋ dikud (PDT 1 433 o 2; no copy/photo)
Ki-da-ni,Kidani[]PN,
Ki-eš{ki},Kiʾesa[]SN,typo; Princeton 2 122 o 6 (EŠ for EŠ3; photo)
