,BDTNS No,CDLI No,Original date,Converted Date
11703,31109,P126313,ASXX] - XX - XX,0.0
11704,31110,P126314,SS09 - 11 - 11,84.1111
11705,31111,P126315,SH48 - 08 - 00,66.08
11706,31112,P126316,AS05 - 07 - 08,71.07079999999999
11707,31113,P126317,AS04 - 08 - 09,70.0809
11708,31114,P126318,SH41 - 01 - 18,59.0118
11709,31115,P126319,SH45 - 12 - 17,63.1217
11710,31116,P126320,AS05 - 12 - 08,71.1208
11711,31117,P126321,SH42 - 08 - 00,60.08
11712,31118,P126322,SS08 - 10 - 06,83.1006
11713,31119,P126323,AS06 - 06 - 16,72.0616
11714,31120,P126324,SH46 - 00 - 00,64.0
11715,31121,P126325,SS05 - 03 - 28,80.0328
11716,31122,P126326,SS04 - 10 - 27,79.1027
11717,31123,P126327,SH35 - 05 - 00,53.05
11718,31124,P126328,AS08 - 01 - 24?,74.0124
11719,31125,P126329,SH45 - 06 - 00,63.06
11720,31126,P126330,SH42 - 06 - 00,60.06
11721,31127,P126331,AS05 - 08 - 30,71.083
11722,31128,P126332,AS03 - 09 - 03,69.0903
11723,31129,P126333,SH47 - 01 - 05,65.01050000000001
11724,31130,P126334,SH47 - 02 - 26,65.0226
11725,31131,P126335,AS01 - 03 - 02,67.03020000000001
11726,31132,P126336,SH44 - 05 - 23,62.052299999999995
11727,31133,P126337,SH44 - 05 - 01,62.0501
11728,31134,P126338,AS05 - 04 - 23,71.04230000000001
11729,31135,P126339,SH40 - 04 - 21,58.0421
11730,31136,P126340,SH38 - 04 - 00,56.04
11731,31137,P126341,SH44 - 12 - 00,62.12
11732,31138,P126342,SH45 - 10 - 17,63.1017
11733,31139,P126343,SH35 - 06 - 00,53.06
11734,31140,P126344,AS07 - 08 - 16,73.0816
11735,31141,P126345,AS05 - 07 - 21,71.07209999999999
11736,31142,P126346,AS05 - 11 - 17,71.1117
11737,31143,P126347,SH46 - 06 - 00,64.06
11738,31144,P126348,SH47 - 03 - 00,65.03
11739,31145,P126349,AS04 - 08 - 29,70.0829
11740,31146,P126350,SH33 - 09 - 00,51.09
11741,31147,P126351,SH39 - 08 - 16,57.0816
11742,31148,P126352,AS08 - 06 - 27,74.0627
11743,31149,P126353,SS01 - 09 - 24,76.0924
11744,31150,P126354,SH42 - 03 - 00,60.03
11745,31151,P126355,SH46 - 08 - 00,64.08
11746,31152,P126356,SS01 - 08 - 16,76.0816
11747,31153,P126357,SS01 - 09 - 26?,76.0926
11748,31154,P126358,SH47 - 07 - 08,65.07079999999999
11749,31155,P126359,SH33 - 05 - 00,51.05
11750,31156,P126360,AS08 - 10 - 00,74.1
11751,31157,P126361,SH47 - 02 - 04,65.0204
11752,31158,P126362,AS08 - 04 - 09,74.04090000000001
11753,31159,P126363,AS01 - 10 - 13,67.1013
11754,31160,P126364,SH47 - 01 - 23,65.01230000000001
11755,31161,P126365,AS04 - 02 - 10,70.021
11756,31162,P126366,XXXX - 11? - 22,0.1122
11757,31163,P126367,AS08 - 02 - 11,74.02109999999999
11758,31164,P126368,SH48 - 04 - 13,66.0413
11759,31165,P126369,SH35 - 05 - 00,53.05
11760,31166,P126370,AS09 - 12d - 00,75.12
11761,31167,P126371,SS01? - 04//05 - 00,0.04
11762,31168,P126372,AS07 - 07 - 00,73.07
11763,31169,P126373,SS03 - 11 - 03,78.1103
11764,31170,P126374,AS03 - 09 - 00,69.09
11765,31171,P126375,SH46 - 03 - 03+,64.0303
11766,31172,P126376,SS01 - 08 - 05,76.0805
11767,31173,P126377,SS07 - 12 - 00,82.12
11768,31174,P126378,XXXX - XX - XX,0.0
11769,31175,P126379,SH29 - 10 - 00,47.1
11770,31176,P126380,SH48 - 11 - 00,66.11
11771,31178,P126382,IS01 - 08 - 00,85.08
11772,31179,P126383,XXXX - 00 - 00,0.0
11773,31180,P126384,SS09 - 12 - 00,84.12
11774,31181,P126385,SS09 - 01 - 00,84.01
11775,31182,P126386,SS09 - 07 - 00,84.07
11776,31183,P126387,SS05 - 04 - 00,80.04
11777,31184,P126388,SH44 - 12d - 00,62.12
11778,31185,P126389,SH40 - 04 - 00,58.04
11779,31186,P126390,SS06 - 02 - 25,81.0225
11780,31187,P126391,IS01 - 04 - 30,85.043
11781,31188,P126392,AS08 - 12 - 00,74.12
11782,31189,P126393,SS02 - 05 - 19,77.0519
11783,31190,P126394,SS09 - 05 - 00,84.05
11784,31191,P126395,ISXX - 00 - 00,0.0
11785,31192,P126396,AS02 - 11 - 13,68.1113
11786,31193,P126397,SSXX - 00 - 06,0.0006
11787,31194,P126398,SS04 - 10 - 07,79.10069999999999
11788,31195,P126399,SH45 - 02 - 18,63.021800000000006
11789,31196,P126400,SH47 - 05 - 19,65.0519
11790,31197,P126401,XXXX - 00 - 00,0.0
11791,31198,P126402,AS01 - 03 - 12,67.0312
11792,31199,P126403,AS05 - 02 - 02,71.0202
11793,31200,P126404,SH46 - 06 - 00,64.06
11794,31201,P126405,AS05 - 04 - 14,71.04140000000001
11795,31202,P126406,AS06 - 03 - 29,72.0329
11796,31203,P126407,SH46 - 09 - 00,64.09
11797,31204,P126408,XXXX - 12 - 12,0.1212
11798,31206,P126410,SH42 - 06 - 00 // AS06 - 06 - 00,60.06
11799,31208,P126412,SS05 - 01 - 10,80.01100000000001
11800,31209,P126413,SH45 - 11 - 00,63.11
11801,31210,P126414,SH47 - 01 - 15,65.0115
11802,31211,P126415,SH40 - 10 - 00,58.1
11803,31212,P126416,SH40 - 05 - 00,58.05
11804,31213,P126417,AS06 - 02 - 26,72.0226
11805,31214,P126418,SH46 - 12 - 17,64.1217
11806,31215,P126419,AS07 - 09 - 22,73.0922
11807,31216,P126420,AS06 - 11 - 04,72.1104
11808,31217,P126421,AS02 - 10 - 01,68.1001
11809,31218,P126422,AS04 - 03 - 14,70.0314
11810,31219,P126423,AS01 - 12 - 23,67.12230000000001
11811,31220,P126424,SH47 - 11 - 13,65.1113
11812,31221,P126425,AS02 - 05 - 25,68.0525
11813,31222,P126426,AS08 - 06 - 00,74.06
11814,31223,P126427,SH37 - 12 - 00,55.12
11815,31224,P126428,AS04 - 04 - 08,70.0408
11816,31225,P126429,AS06 - 10 - 09,72.1009
11817,31226,P126430,AS02 - 01 - 30,68.013
11818,31227,P126431,AS05 - 05 - 01,71.0501
11819,31228,P126432,AS09 - 06 - 25,75.0625
11820,31229,P126433,AS01 - 12 - 17,67.1217
11821,31230,P126434,AS02 - 04 - 00,68.04
11822,31231,P126435,AS07 - 06 - 00,73.06
11823,31232,P126436,AS04 - 06 - 09,70.0609
11824,31233,P126437,AS01 - 07 - 15,67.07149999999999
11825,31234,P126438,XXXX - 00 - 00,0.0
11826,31235,P126439,SS03 - 05 - 13,78.0513
11827,31236,P126440,AS04 - 09m - 29,70.0929
11828,31237,P126441,SS01 - 01 - 00,76.01
11829,31238,P126442,SH46 - 05 - 05,64.0505
11830,31239,P126443,XXXX - 00 - 00,0.0
11831,31240,P126444,AS08 - 03 - 02,74.03020000000001
11832,31241,P126445,AS05 - 05 - 00,71.05
11833,31242,P126446,IS01 - 03 - 00,85.03
11834,31243,P126447,SS07 - 06 - 28,82.0628
11835,31244,P126448,SH46 - 11 - 00,64.11
11836,31245,P126449,AS01 - 04 - 07,67.0407
11837,31246,P126450,AS05 - 12 - 00,71.12
11838,31247,P126451,AS06 - 06 - 24,72.0624
11839,31248,P126452,AS07 - 08 - 05,73.0805
11840,31249,P126453,AS05 - 04 - 30,71.043
11841,31250,P126454,SS01 - 12 - 10,76.12100000000001
11842,31251,P126455,AS04 - 02 - 02,70.0202
11843,31252,P126456,SH46 - 12 - 15,64.1215
11844,31253,P126457,AS07 - 10 - 00,73.1
11845,31254,P126458,AS01 - 12 - 18,67.12180000000001
11846,31255,P126459,AS01 - 12 - 27,67.12270000000001
11847,31256,P126460,AS02 - 04 - 16,68.0416
11848,31257,P126461,SH48 - 12 - 12,66.1212
11849,31258,P126462,AS06 - 11 - 04,72.1104
11850,31259,P126463,AS07 - 07 - 00,73.07
11851,31260,P126464,AS06 - 05 - 02,72.0502
11852,31261,P126465,SH46 - 08 - 09,64.0809
11853,31262,P126466,AS09 - 01 - 10,75.01100000000001
11854,31263,P126467,AS02 - 12 - 12,68.1212
11855,31264,P126468,AS09 - 11 - 23,75.1123
11856,31265,P126469,AS06 - 06 - 20,72.062
11857,31266,P126470,SH43 - 01 - 00,61.01
11858,31267,P126471,AS04 - 06 - 25,70.0625
11859,31268,P126472,AS03 - 09 - 15,69.0915
11860,31269,P126473,AS04 - 06 - 01,70.0601
11861,31270,P126474,XXXX - 08 - 00,0.08
11862,31271,P126475,AS02 - 08 - 19,68.0819
11863,31272,P126476,SH42 - 05 - 00 // AS06 - 05 - 00,60.05
11864,31273,P126477,AS09 - 00 - 00,75.0
11865,31274,P126478,SS02 - 12 - 00,77.12
11866,31275,P126479,SS06 - 06 - 00,81.06
11867,31276,P126480,AS08 - 04 - 26,74.04260000000001
11868,31277,P126481,SS01 - 10 - 00,76.1
11869,31278,P126482,AS08 - 10 - 13,74.1013
11870,31279,P126483,SH34 - 05 - 00,52.05
11871,31280,P126484,AS06 - 01 - 23,72.01230000000001
11872,31281,P126485,SH47 - 09 - 00,65.09
11873,31282,P126486,SH46 - 05 - 14,64.0514
11874,31283,P126487,SS03 - 05 - 17,78.0517
11875,31284,P126488,SH46 - 10 - 00,64.1
11876,31285,P126489,AS06 - 11 - 02,72.1102
11877,31286,P126490,AS04 - 08 - 22,70.0822
11878,31287,P126491,SH44 - 04 - 00,62.04
11879,31288,P126492,AS02 - 06 - 28,68.0628
11880,31289,P126493,AS05 - 01 - 09,71.0109
11881,31290,P126494,AS02 - 06 - 22,68.0622
11882,31291,P126495,AS09 - 06 - 29,75.0629
11883,31292,P126496,AS07 - 12 - 00,73.12
11884,31293,P126497,SH48 - 01 - 07,66.0107
11885,31294,P126498,SH46 - 07 - 25,64.07249999999999
11886,31295,P126499,SS02 - 08 - 00,77.08
11887,31296,P126500,SH47 - 11 - 04,65.1104
11888,31297,P126501,SS02 - 04 - 20,77.042
11889,31298,P126502,SH45 - 08 - 00,63.08
11890,31299,P126503,SH47 - 09 - 00,65.09
11891,31300,P126504,SH44 - 11 - 29,62.112899999999996
11892,31301,P126505,AS07 - 08 - 07,73.0807
11893,31302,P126506,AS05 - 05 - 09,71.0509
11894,31303,P126507,SS06 - 07 - 04,81.07039999999999
11895,31304,P126508,AS01 - 05 - 00,67.05
11896,31305,P126509,SH42 - 09 - 00 // AS06 - 09 - 00,60.09
11897,31306,P126510,SS06 - 08 - 00,81.08
11898,31307,P126511,AS05 - 01 - 00,71.01
11899,31308,P126512,AS08 - 06 - 00,74.06
11900,31309,P126513,AS01 - 11 - 02,67.1102
11901,31310,P126514,AS01 - 05 - 23,67.0523
11902,31311,P126515,AS02 - 05 - 20,68.05199999999999
11903,31312,P126516,AS01 - 02 - 10,67.021
11904,31313,P126517,SH44 - 04m - 04,62.0404
11905,31314,P126518,SH45 - 12 - 29,63.122899999999994
11906,31315,P126519,AS02 - 03 - 26,68.0326
11907,31316,P126520,AS02 - 06 - 09,68.0609
11908,31317,P126521,AS06 - 05 - 07,72.05069999999999
11909,31318,P126522,AS08 - 03 - 29,74.0329
11910,31319,P126523,AS08 - 11 - 00,74.11
11911,31320,P126524,XXXX - 00 - 00,0.0
11912,31321,P126525,SS01 - 08 - 04,76.0804
11913,31323,P126527,XXXX - 09 - 20,0.092
11914,31324,P126528,SS08 - 11 - 03,83.1103
11915,31325,P126529,XXXX - 12? - 00,0.12
11916,31326,P126530,AS06 - 03 - 13,72.0313
11917,31327,P126531,SS07 - 00 - 00,82.0
11918,31328,P126532,AS06 - 08 - 24,72.08239999999999
11919,31329,P126533,AS09 - 12d - 08,75.1208
11920,31330,P126534,SS03 - 08 - 00,78.08
11921,31331,P126535,AS06 - 08 - 04,72.0804
11922,31332,P126536,AS01 - 11 - 29,67.1129
11923,31333,P126537,SS05 - 01 - 27,80.01270000000001
11924,31334,P126538,AS03 - 01 - 10,69.01100000000001
11925,31335,P126539,AS08 - 03 - 29,74.0329
11926,31336,P126540,XXXX - XX - 30,0.003
11927,31337,P126541,SH47 - 11 - 11,65.1111
11928,31338,P126542,SS03 - 06 - 20,78.062
11929,31339,P126543,IS02 - 10 - 11,86.10109999999999
11930,31340,P126544,AS04 - 09 - 28,70.0928
11931,31341,P126545,AS01 - 04 - 04,67.0404
11932,31342,P126546,SH48 - 06 - 00,66.06
11933,31343,P126547,IS01 - 04 - 03,85.0403
11934,31344,P126548,AS03 - 12 - 00,69.12
11935,31345,P126549,SS03 - 06 - 07,78.0607
11936,31346,P126550,IS01 - 02 - 00,85.02
11937,31347,P126551,AS04 - 09m - 00,70.09
11938,31348,P126552,XXXX - 00 - 00,0.0
11939,31349,P126553,AS08 - 01 - 09,74.0109
11940,31350,P126554,SS02 - 08 - 28,77.08279999999999
11941,31351,P126555,SS07 - 01 - 01,82.01010000000001
11942,31352,P126556,AS08 - 11 - 21,74.1121
11943,31353,P126557,XXXX - 00 - 00,0.0
11944,31354,P126558,AS09 - 11 - 10,75.111
11945,31355,P126559,XXXX - 03//04 - 00,0.03
11946,31356,P126560,AS03 - 10 - 13,69.1013
11947,31357,P126561,XXXX - 03//04 - 11,0.0311
11948,31358,P126562,AS08 - 10 - 14,74.1014
11949,31359,P126563,IS02 - 11 - 24,86.1124
11950,31360,P126564,SS04 - 12 - 00,79.12
11951,31361,P126565,AS07 - 11 - 14,73.1114
11952,31362,P126566,SS03 - 06 - 16?,78.0616
11953,31363,P126567,IS02 - 11 - 13,86.1113
11954,31364,P126568,AS08 - 08 - 13,74.0813
11955,31365,P126569,SS03 - 11 - 27,78.1127
11956,31366,P126570,SS07 - 04 - 17,82.0417
11957,31367,P126571,SH48 - 11 - 13,66.1113
11958,31369,P126573,XXXX - 10 - 00,0.1
11959,31370,P126574,SH45 - 10 - 00,63.1
11960,31371,P126575,AS08 - 09 - 27,74.09270000000001
11961,31372,P126576,AS07 - 05 - 19?,73.0519
11962,31373,P126577,AS07 - 11 - 00,73.11
11963,31374,P126578,SH47 - 09 - 00,65.09
11964,31375,P126579,SH33 - 03 - 29,51.0329
11965,31376,P126580,SS03 - 10 - 00,78.1
11966,31377,P126581,AS02 - 08 - 15,68.08149999999999
11967,31378,P126582,AS01 - 03 - 22,67.0322
11968,31379,P126583,AS01 - 11 - 26,67.1126
11969,31380,P126584,AS04 - 09m - 19,70.09190000000001
11970,31381,P126585,AS08 - 08 - 18,74.0818
11971,31382,P126586,SH47 - 02 - 05,65.0205
11972,31383,P126587,SS02 - 09m - 00,77.09
11973,31384,P126588,AS01 - 04 - 08,67.0408
11974,31385,P126589,AS07 - 03 - 21,73.0321
11975,31386,P126590,AS04 - 01 - 25,70.0125
11976,31387,P126591,AS09 - 00 - 00,75.0
11977,31388,P126592,AS08 - 08 - 19,74.0819
11978,31389,P126593,AS06 - 11 - 28,72.1128
11979,31390,P126594,AS03 - 12 - 19,69.12190000000001
11980,31391,P126595,IS01 - 01 - 24,85.0124
11981,31392,P126596,XXXX - 04//05 - 00,0.04
11982,31393,P126597,AS09 - 11 - 00,75.11
11983,31394,P126598,SH45 - 00 - 00,63.0
11984,31395,P126599,SH47 - 10 - 00,65.1
11985,31396,P126600,AS04 - 01 - 11,70.0111
11986,31397,P126601,SH47 - 11 - 05,65.1105
11987,31399,P126603,SS02 - 09 - 00,77.09
11988,31400,P126604,AS04 - 12 - 01,70.12010000000001
11989,31401,P126605,IS02 - 09 - 20,86.092
11990,31402,P126606,SH44 - 08 - 00,62.08
11991,31404,P126608,AS04 - 09 - 00,70.09
11992,31405,P126609,SH46 - 07 - 00,64.07
11993,31406,P126610,AS04 - 12 - 20,70.122
11994,31407,P126611,AS06 - 07 - 27?,72.0727
11995,31408,P126612,SH44 - 04m - 00,62.04
11996,31409,P126613,SH35 - 03 - 00,53.03
11997,31410,P126614,AS04 - 10 - 01,70.1001
11998,31411,P126615,SH45 - 10 - 00,63.1
11999,31413,P126617,AS04 - 02 - 00,70.02
12000,31414,P126618,AS07 - 08 - 00,73.08
12001,31415,P126619,AS09 - 02 - 24,75.02239999999999
12002,31416,P126620,SH36 - 12 - 00,54.12
12003,31417,P126621,SH44 - 00 - 00,62.0
12004,31418,P126622,SS01 - 11 - 21,76.1121
12005,31419,P126623,AS08 - 06 - 00,74.06
12006,31420,P126624,AS04 - 12 - 00,70.12
12007,31421,P126625,XXXX - 00 - 19,0.0019
12008,31422,P126626,XXXX - 00 - 00,0.0
12009,31423,P126627,0000 - 00 - 00,0.0
12010,31424,P126628,SS05 - 11 - 00,80.11
12011,31425,P126629,XXXX - 00 - 00,0.0
12012,31427,P126632,SH29 - 10 - 00,47.1
12013,31428,P126633,XXXX - 00 - 00,0.0
12014,31429,P126634,SS03 - 00 - 00,78.0
12015,31430,P126635,AS07 - 00 - 00,73.0
12016,31435,P126641,XXXX - 12//01 - 07,0.1207
12017,31436,P126642,SH44 - 12d - 00,62.12
12018,31438,P126644,AS07 - 12 - 10,73.12100000000001
12019,31441,P126647,XXXX - 00 - 00,0.0
12020,31442,P126648,AS03 - 01 - 00,69.01
12021,31444,P126650,AS08 - 07 - 26,74.0726
12022,31445,P126651,XXXX - 00 - 03,0.0003
12023,31447,P126653,AS07 - 00 - 00,73.0
12024,31448,P126654,SH32 - 06 - 00,50.06
12025,31451,P126657,SH47 - 02 - 02,65.0202
12026,31453,P126659,AS06 - 08 - 14,72.0814
12027,31455,P126661,AS08 - 00 - 00,74.0
12028,31456,P126662,SS01 - 07 - 21,76.07209999999999
12029,31461,P126667,XXXX - 00 - 00,0.0
12030,31462,P126668,XXXX - 00 - 00,0.0
12031,31463,P126669,AS05 - 00 - 00,71.0
12032,31464,P126670,SS02 - 01 - 20?,77.012
12033,31465,P126671,XXXX - 00 - 00,0.0
12034,31466,P126672,SH31 - 08 - 00,49.08
12035,31471,P126677,SS01 - 03 - 06,76.0306
12036,31475,P126681,SH32 - 04 - 00,50.04
12037,31480,P126686,SH45 - 11 - 00,63.11
12038,18739,P200554,AS07 - 00 - 00,73.0
12039,18740,P200555,0000 - 00 - 00,0.0
12040,3014,P127325,SH43 - 12 - 28,61.1228
12041,3020,P127331,SH45 - 02 - 16,63.02160000000001
12042,3056,P127367,SH47 - 09 - 29,65.0929
12043,3125,P127436,AS03 - 09 - 15,69.0915
12044,3129,P127440,AS03 - 12 - 30,69.123
12045,3134,P127445,AS04 - 01 - 07,70.0107
12046,3135,P127446,AS04 - 01 - 29,70.0129
12047,3136,P127447,AS04 - 01 - 00,70.01
12048,3137,P127448,AS04 - 02 - 07,70.02069999999999
12049,3138,P127449,AS04 - 03 - 02,70.03020000000001
12050,3139,P127450,AS04 - 04 - 08,70.0408
12051,3140,P127451,AS04 - 04 - 25,70.0425
12052,3141,P127452,AS04 - 06 - 11,70.0611
12053,3142,P127453,AS04 - 06 - 22,70.0622
12054,3150,P127461,AS04 - 11 - 24,70.1124
12055,3153,P127464,AS04 - 12 - 18,70.12180000000001
12056,3154,P127465,AS04 - 12 - 27,70.12270000000001
12057,3155,P127466,AS05 - 01 - 08,71.0108
12058,3156,P127467,AS05 - 01 - 11,71.0111
12059,3158,P127469,AS05 - 01 - 00,71.01
12060,3159,P127470,AS05 - 02 - 01,71.0201
12061,3161,P127472,AS05 - 02 - 13,71.0213
12062,3162,P127473,AS05 - 02 - 26,71.0226
12063,3166,P127477,AS05 - 05 - 30,71.053
12064,3173,P127484,AS05 - 10 - 18,71.1018
12065,3174,P127485,AS05 - 11 - 16,71.1116
12066,3175,P127486,AS05 - 12 - 18,71.12180000000001
12067,3179,P127490,AS06 - 01 - 15,72.0115
12068,3180,P127491,AS06 - 02 - 08,72.0208
12069,3181,P127492,AS06 - 03 - 07,72.0307
12070,3183,P127494,AS06 - 03 - 25,72.0325
12071,3184,P127495,AS06 - 06 - 12,72.0612
12072,3185,P127496,AS06 - 08 - 07,72.0807
12073,3186,P127497,AS06 - 11 - 22,72.1122
12074,3187,P127498,AS06 - 12 - 20,72.122
12075,3189,P127500,AS07 - 01 - 25,73.0125
12076,3191,P127502,AS07 - 01 - 27,73.01270000000001
12077,3192,P127503,AS07 - 04 - 16,73.0416
12078,3194,P127505,AS07 - 09 - 03,73.0903
12079,3200,P127511,AS07 - 10 - 28,73.10279999999999
12080,3209,P127520,AS08 - 12 - 02,74.12020000000001
12081,3212,P127523,AS09 - 01 - 22,75.0122
12082,3213,P127524,AS09 - 01 - 25,75.0125
12083,3214,P127525,AS04 - 02 - 27,70.0227
12084,3216,P127527,AS09 - 04 - 25,75.0425
12085,3217,P127528,AS04 - 04 - 27,70.04270000000001
12086,3218,P127529,AS09 - 05 - 19,75.0519
12087,3219,P127530,AS09 - 06 - 05,75.0605
12088,3220,P127531,AS04 - 06 - 08,70.0608
12089,3221,P127532,AS09 - 06 - 16,75.0616
12090,3222,P127533,AS09 - 07 - 02,75.0702
12091,3223,P127534,AS04 - 08 - 04,70.0804
12092,3224,P127535,AS09 - 08 - 05,75.0805
12093,3225,P127536,AS04 - 09 - 14,70.09140000000001
12094,3226,P127537,AS04 - 09m - 27,70.09270000000001
12095,3227,P127538,AS04 - 10 - 08,70.10079999999999
12096,3229,P127540,AS04 - 11 - 18,70.1118
12097,3231,P127542,AS04 - 12 - 24,70.1224
12098,3232,P127543,AS04 - 12 - 26,70.1226
12099,3236,P127547,SS02 - 05 - 09,77.0509
12100,3238,P127549,SS03 - 08 - 03,78.0803
12101,3246,P127556,SS04 - 05 - 12,79.0512
12102,3247,P127557,SS04 - 04//05 - 19,79.04190000000001
12103,3248,P127558,SS04 - 11 - 19,79.1119
12104,3249,P127559,SS05 - 02 - 26,80.0226
12105,3250,P127560,SS06 - 03 - 18,81.0318
12106,3253,P127562,SS07 - 05 - 03,82.0503
12107,3255,P127564,SS07 - 07 - 08,82.07079999999999
12108,3256,P127565,SS07 - 10 - 20,82.10199999999999
12109,3257,P127566,SS07 - 00 - 00,82.0
12110,3260,P127569,SS08 - 09 - 28,83.0928
12111,3242,P127553,SS02 - 12 - XX,77.12
12112,3261,P127570,AS05 - 02 - 08,71.0208
12113,3263,P127572,AS05 - 06 - 26,71.0626
12114,3264,P127573,AS05 - 08 - 30,71.083
12115,3265,P127574,AS05 - 09 - 19,71.09190000000001
12116,3267,P127576,AS05 - 10 - 17,71.1017
12117,3268,P127577,AS05 - 11 - 06,71.1106
12118,3269,P127578,AS05 - 11 - 23,71.1123
12119,3270,P127579,AS05 - 12 - 08,71.1208
12120,3272,P127581,0000 - 07 - 22,0.0722
12121,3273,P127582,0000 - 04 - 00,0.04
12122,72456,P332030,0000 - 00 - 00,0.0
12123,72461,P332034,AS09 - 10 - 25,75.10249999999999
12124,72463,P332035,SS04 - 07 - 00,79.07
12125,72464,P332036,SS05 - 11 - 08,80.1108
12126,72465,P332037,SS05 - 06 - 00,80.06
12127,72466,P332038,0000 - 11 - 09,0.1109
12128,72468,P332040,SS09 - 11 - 06,84.1106
12129,72470,P332042,AS07 - 12 - XX,73.12
12130,72471,P332043,XXXX - XX - XX,0.0
12131,72478,P332050,SH32 - 03 - 00,50.03
12132,72489,P332061,AS06 - 01 - 29,72.0129
12133,72490,P332062,AS06 - 04 - 24,72.0424
12134,72493,P332065,SH43 - 04 - 00,61.04
12135,72500,P332072,AS01 - 07 - 23,67.0723
12136,72501,P332073,AS01 - 09 - 00,67.09
12137,72506,P332078,AS04 - 06 - 00,70.06
12138,72510,P332082,AS05 - 06 - 00,71.06
12139,72524,P332096,AS07 - 07 - 00,73.07
12140,72525,P332097,AS07 - 05 - 00,73.05
12141,72527,P332099,AS08 - 08 - XX,74.08
12142,72528,P332100,AS08 - 10 - 29,74.10289999999999
12143,72534,P332106,AS08 - 05 - 25,74.0525
12144,72535,P332107,AS09 - 04 - 16,75.0416
12145,72537,P332109,SS01 - 07 - 14,76.0714
12146,72538,P332110,SS01 - 11 - 12,76.1112
12147,72542,P332114,SS02 - 05 - 00,77.05
12148,72543,P332115,SS02 - 10 - 00,77.1
12149,72544,P332116,SS02 - 12 - 00,77.12
12150,72545,P332117,SS02 - 12 - 00,77.12
12151,72549,P332121,SS03 - 09 - 00,78.09
12152,72550,P332122,SS04 - 12 - 26,79.1226
12153,72551,P332123,SS05 - 06 - 24,80.0624
12154,72554,P332126,SS05 - 08 - 00,80.08
12155,72555,P332127,SS06 - XX - XX,81.0
12156,72556,P332128,SS09 - 02 - 00,84.02
12157,72557,P332129,SS08 - 08 - 17,83.0817
12158,72558,P332130,IS01 - 01 - 28,85.0128
12159,72563,P332135,0000 - 06 - 19,0.0619
12160,72566,P332138,ASXX - 00 - 15,0.0015
12161,72573,P332145,SH30 - 08 - 00,48.08
12162,72577,P332149,ASXX] - XX - XX,0.0
12163,72579,P332151,XXXX - 01//02 - 12,0.0112
12164,72581,P332153,XXXX - XX - XX,0.0
12165,72586,P332158,SH48 - 08 - 06,66.0806
12166,3092,P127403,AS01 - 12 - 12,67.1212
12167,3131,P127442,AS03 - 12 - 01,69.12010000000001
12168,3243,P127554,SS02 - 10 - 09,77.1009
12169,3258,P127567,SS04 - 02 - 13,79.0213
12170,72603,P332169,XXXX - 04 - 00,0.04
12171,72619,P332185,SH47 - XX - XX,65.0
12172,72632,P332196,SH47 - 01 - 00,65.01
12173,72633,P332197,AS07 - 04 - 00,73.04
12174,183189,P423350,SS06 - 02 - 13,81.0213
12175,64723,P378545,SH42 - 01 - 00 // AS06 - 01 - 00,60.01
12176,64797,P378619,SH39 - 08 - 00,57.08
12177,65434,P379267,SH47 - 02 - 00,65.02
12178,67944,P380481,SH47 - 03 - 00,65.03
12179,67989,P380526,SH47 - 12 - 00,65.12
12180,58107,P375564,SH47 - 00 - 18,65.0018
12181,59057,P375568,AS07 - 08 - 03,73.0803
12182,59153,P375569,AS08 - 08 - 05,74.0805
12183,70610,P375854,SH44 - 01 - 00,62.01
12184,70868,P375855,SH47 - 10 - 26,65.1026
12185,70915,P375856,SH47 - 10 - 00,65.1
12186,165623,P375857,SS02 - 03 - 00,77.03
12187,165645,P375858,AS07 - 08 - 00,73.08
12188,6511,P126689,SH39 - 11 - 00,57.11
12189,31575,P112526,AS07 - 04 - 11,73.0411
12190,31577,P112528,SS04 - 09 - 17,79.0917
12191,31578,P112529,AS06 - 12 - 25,72.1225
12192,31582,P112533,SH44 - 00 - 00,62.0
12193,32934,P126690,AS05 - 02 - 21,71.0221
12194,32935,P126691,AS05 - 02 - 08,71.0208
12195,32936,P126692,AS05 - 03 - 12,71.0312
12196,32937,P126693,AS06 - 02 - 10,72.021
12197,32938,P126694,AS04 - 04 - 22,70.04220000000001
12198,32939,P126695,AS05 - 11 - 29,71.1129
12199,32940,P126696,SH39 - 11 - 00,57.11
12200,32942,P126698,SH37 - 09 - 00,55.09
12201,32943,P126699,SH39 - 12 - 00,57.12
12202,32944,P126700,SH44 - 12d - 30,62.123
12203,32945,P126701,SS09 - 10 - 25,84.10249999999999
12204,32946,P126702,SS09 - 01 - 00,84.01
12205,32947,P126703,IS01 - 12d - 00,85.12
12206,32948,P126704,SH45 - 00 - 00,63.0
12207,32949,P126705,SS01 - 05 - 08,76.0508
12208,32950,P126706,SS02 - 11 - 05,77.1105
12209,32951,P126707,SS04 - 04 - 09,79.04090000000001
12210,32952,P126708,SS07 - 06 - 24,82.0624
12211,32953,P126709,AS02 - 03 - 22,68.0322
12212,32954,P126710,AS05 - 04 - 08,71.0408
12213,32955,P126711,AS04 - 09 - 07,70.0907
12214,32956,P126712,AS05 - 01 - 23,71.01230000000001
12215,32963,P126719,AS01 - 09 - 11,67.0911
12216,32964,P126720,AS03 - 05 - 24,69.05239999999999
12217,32965,P126721,SH46 - 07 - 00,64.07
